paper_id,authors,year,title,venue,venue_type,doi,url,code_repo,dataset_link,peer_reviewed,dataset_name,n_subjects,n_sessions,eeg_channels,sampling_rate_hz,stimulus_type,emotion_model,class_labels,class_balance,data_status,filtering,artifact_removal,baseline_correction,re_referencing,window_length_s,window_overlap,feature_extraction,normalization,preproc_in_cv,feature_type,model_family,adaptation_method,source_selection,target_data_used,target_labels_used,hyperparam_protocol,subject_independent,split_type,n_folds,cross_setting,train_val_test_separation,model_selection_strategy,metric,result_mean,result_sd,result_ci,per_subject_reported,statistical_test,baselines_compared,best_baseline,claimed_sota,mean_or_best,protocol_category,leakage_categories,risk_rating,risk_evidence,ambiguity_notes,include_meta,include_narrative,primary_result,verification_status,source_checked
EEG-0404,Gang Luo; Yutong Han; Weichu Xie; Fuze Tian; Lixian Zhu; Kun Qian; Xiaowei Li; Shuting Sun; Bin Hu,2025,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,"Knowledge-Based Systems, 2025",journal,10.1016/j.knosys.2024.112770,https://doi.org/10.1016/j.knosys.2024.112770,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by graph class-domain joint feature selection + ensemble (GCD-JFSE) (input feature details not captured),not verified,unclear,graph/deep spatial features,graph class-domain joint feature selection + ensemble (GCD-JFSE),feature selection + ensemble (cross-subject); semi-supervised,none,yes,no,not verified,yes,cross-subject + cross-session,not verified,none,not verified,unclear,accuracy,78.67,14.67,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive/semi-supervised),none (honest mid/low-range); large SDs,some-concerns,"text L530/L532/L705/L707 (Ours last col): cross-subject SEED 78.67+-14.67, SEED-IV 58.98+-10.62, DREAMER-V 61.11+-12.31, DREAMER-A 72.46+-13.45; cross-session SEED 87.11/SEED-IV 60.74 (separate)","cross-subject SEED 78.67/14.67, SEED-IV 58.98/10.62, DREAMER V 61.11/12.31 A 72.46/13.45 honest -> meta; cross-session not cross-subject",yes,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0404,Gang Luo; Yutong Han; Weichu Xie; Fuze Tian; Lixian Zhu; Kun Qian; Xiaowei Li; Shuting Sun; Bin Hu,2025,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,"Knowledge-Based Systems, 2025",journal,10.1016/j.knosys.2024.112770,https://doi.org/10.1016/j.knosys.2024.112770,none found,NA,yes,SEED-IV,15,unclear,62,200,movie clips,discrete-4class,happy/sad/fear/neu,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by graph class-domain joint feature selection + ensemble (GCD-JFSE) (input feature details not captured),not verified,unclear,graph/deep spatial features,graph class-domain joint feature selection + ensemble (GCD-JFSE),feature selection + ensemble (cross-subject); semi-supervised,none,yes,no,not verified,yes,cross-subject + cross-session,not verified,none,not verified,unclear,accuracy,58.98,10.62,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive/semi-supervised),none (honest mid/low-range); large SDs,some-concerns,"text L530/L532/L705/L707 (Ours last col): cross-subject SEED 78.67+-14.67, SEED-IV 58.98+-10.62, DREAMER-V 61.11+-12.31, DREAMER-A 72.46+-13.45; cross-session SEED 87.11/SEED-IV 60.74 (separate)","cross-subject SEED 78.67/14.67, SEED-IV 58.98/10.62, DREAMER V 61.11/12.31 A 72.46/13.45 honest -> meta; cross-session not cross-subject",yes,yes,no,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0404,Gang Luo; Yutong Han; Weichu Xie; Fuze Tian; Lixian Zhu; Kun Qian; Xiaowei Li; Shuting Sun; Bin Hu,2025,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,"Knowledge-Based Systems, 2025",journal,10.1016/j.knosys.2024.112770,https://doi.org/10.1016/j.knosys.2024.112770,none found,NA,yes,DREAMER,23,unclear,14,128,film clips,dimensional-valence,high/low valence,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by graph class-domain joint feature selection + ensemble (GCD-JFSE) (input feature details not captured),not verified,unclear,graph/deep spatial features,graph class-domain joint feature selection + ensemble (GCD-JFSE),feature selection + ensemble (cross-subject); semi-supervised,none,yes,no,not verified,yes,cross-subject + cross-session,not verified,none,not verified,unclear,accuracy,61.11,12.31,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive/semi-supervised),none (honest mid/low-range); large SDs,some-concerns,"text L530/L532/L705/L707 (Ours last col): cross-subject SEED 78.67+-14.67, SEED-IV 58.98+-10.62, DREAMER-V 61.11+-12.31, DREAMER-A 72.46+-13.45; cross-session SEED 87.11/SEED-IV 60.74 (separate)","cross-subject SEED 78.67/14.67, SEED-IV 58.98/10.62, DREAMER V 61.11/12.31 A 72.46/13.45 honest -> meta; cross-session not cross-subject",yes,yes,no,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0404,Gang Luo; Yutong Han; Weichu Xie; Fuze Tian; Lixian Zhu; Kun Qian; Xiaowei Li; Shuting Sun; Bin Hu,2025,GCD-JFSE: Graph-Based Class-Domain Knowledge Joint Feature Selection and Ensemble Learning for Cross-Subject EEG Emotion Recognition,"Knowledge-Based Systems, 2025",journal,10.1016/j.knosys.2024.112770,https://doi.org/10.1016/j.knosys.2024.112770,none found,NA,yes,DREAMER,23,unclear,14,128,film clips,dimensional-arousal,high/low arousal,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by graph class-domain joint feature selection + ensemble (GCD-JFSE) (input feature details not captured),not verified,unclear,graph/deep spatial features,graph class-domain joint feature selection + ensemble (GCD-JFSE),feature selection + ensemble (cross-subject); semi-supervised,none,yes,no,not verified,yes,cross-subject + cross-session,not verified,none,not verified,unclear,accuracy,72.46,13.45,not reported,unclear,mean+-SD,not verified,not verified,yes,mean,B (transductive/semi-supervised),none (honest mid/low-range); large SDs,some-concerns,"text L530/L532/L705/L707 (Ours last col): cross-subject SEED 78.67+-14.67, SEED-IV 58.98+-10.62, DREAMER-V 61.11+-12.31, DREAMER-A 72.46+-13.45; cross-session SEED 87.11/SEED-IV 60.74 (separate)","cross-subject SEED 78.67/14.67, SEED-IV 58.98/10.62, DREAMER V 61.11/12.31 A 72.46/13.45 honest -> meta; cross-session not cross-subject",yes,yes,no,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 30)
EEG-0406,Huan Liu; Yuzhe Zhang; Chengxi Xie; Tianyu Lou; Wei Feng; Dalin Zhang,2026,HeteFedEEG: Prototype-Transfer Heterogeneous Federated Learning for EEG-Based Emotion Recognition,"IEEE Trans. Cognitive and Developmental Systems, 2026",journal,10.1109/TCDS.2026.3661120,https://doi.org/10.1109/TCDS.2026.3661120,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by prototype-transfer heterogeneous federated learning (HeteFedEEG) (input feature details not captured),not verified,unclear,graph/deep spatial features,prototype-transfer heterogeneous federated learning (HeteFedEEG),heterogeneous federated learning (prototype transfer),none,"no (federated, decentralized)",no,not verified,yes,federated cross-subject (clients),not verified,none,not verified,unclear,accuracy,~66-67 (federated; proposed cell pending PDF-verify),~6.5 (pending PDF-verify),not reported,unclear,mean+-SD (Tables I-III),not verified,not verified,yes,mean,K (federated / privacy-preserving cross-subject),"none (federated, honest low-mid); proposed-cell attribution across clients needs visual",some-concerns,"text L583/L620/L676: Tables I-III report HeteFedEEG mean+-SD on SEED, DEAP-A, DEAP-V; HeteFedEEG highest (~SEED 66-67+-6.5, DEAP-A ~66, DEAP-V ~66, +2.7% over FLEEG); per-client/aggregate cell to confirm visually",federated cross-subject HONEST low-mid (~66-67 SEED) supports honest-ceiling thesis; exact proposed aggregate cell pending PDF-verify -> narrative now,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 31)
EEG-0407,Vaishali M. Joshi; Rajesh B. Ghongade,2022,IDEA: Intellect Database for Emotion Analysis Using EEG Signal,"Journal of King Saud University - Computer and Information Sciences, 2022",journal,10.1016/j.jksuci.2020.10.007,https://doi.org/10.1016/j.jksuci.2020.10.007,none found,NA,yes,IDEA (own),varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,n/a (methodological/dataset paper),not verified,unclear,n/a (methodological/dataset paper),IDEA database (benchmark),none,none,no,no,not verified,no (subject-dependent),subject-dependent,not verified,none,not verified,unclear,accuracy,subject-dependent (not poolable),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,subject-dependent (out-of-scope for cross-subject meta),subject-dependent (not cross-subject),some-concerns,PROTO: subject-dependent; not cross-subject generalization,subject-dependent -> narrative only; new EEG emotion database; subject-dependent baselines; relevant as dataset-landscape reference,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 31)
EEG-0409,Xiangle Ping; Wenhui Huang,2025,Interactive EEG Emotion Recognition With Incremental Gaussian Processes,"International Journal of Neural Systems, 2025",journal,10.1142/S0129065725500418,https://doi.org/10.1142/S0129065725500418,none found,NA,yes,SEED / DEAP,varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,incremental Gaussian processes (interactive),none,none,no,no,not verified,no (subject-dependent),subject-dependent,not verified,none,not verified,unclear,accuracy,subject-dependent (not poolable),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,subject-dependent (out-of-scope for cross-subject meta),subject-dependent (not cross-subject),some-concerns,PROTO: subject-dependent; not cross-subject generalization,subject-dependent -> narrative only; subject-dependent incremental/interactive; multimodal context,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 31)
EEG-0410,Haiting Jiang; Fangyao Shen; Lina Chen; Yong Peng; Hongjie Guo; Hong Gao,2023,Joint Domain Symmetry and Predictive Balance for Cross-Dataset EEG Emotion Recognition,"Journal of Neuroscience Methods, 2023",journal,10.1016/j.jneumeth.2023.109978,https://doi.org/10.1016/j.jneumeth.2023.109978,none found,NA,yes,SEED / SEED-IV,varies,unclear,varies,varies,not verified,discrete,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by joint domain symmetry + predictive balance (input feature details not captured),not verified,unclear,graph/deep spatial features,joint domain symmetry + predictive balance,unsupervised domain adaptation (cross-dataset),none,yes,unclear,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,pending PDF-verify,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,E (cross-dataset) / B,none stated,some-concerns,text: cross-subject method; proposed aggregate mean/SD not cleanly isolated,PARTIAL - pending visual PDF-table verify; cross-dataset UDA (E); cross-subject/cross-dataset accuracy/SD not surfaced; PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 31)
EEG-0411,Zhencheng Li; Sheng-hua Zhong; Yimin Wen; Chen Li; Chi-Man Vong; Chuangquan Chen,2026,Joint Learning Across Multi-Source Datasets for Multi-Modal Emotion Recognition Under Missing Modalities,"Journal of Computational Design and Engineering, 2026",journal,10.1093/jcde/qwag005,https://doi.org/10.1093/jcde/qwag005,none found,NA,yes,multimodal (EEG+multimodal),varies,unclear,varies,varies,not verified,mixed,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,multimodal EEG plus non-EEG representation/features (exact extraction not captured),not verified,unclear,multimodal features,joint multi-source multimodal learning,none,none,no,no,not verified,unclear,multimodal,not verified,none,not verified,unclear,accuracy,multimodal (not EEG-only),not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,MULTIMODAL (excluded from EEG-only meta),multimodal (EEG+multimodal),some-concerns,PROTO: multimodal (EEG+multimodal); excluded from EEG-only meta,multimodal -> narrative only; cross-dataset multimodal under missing modalities,no,yes,yes,verified-from-full-text (pdftotext read directly),2026-06-26 full-text read directly (NEW 80-pile batch 31)
EEG-0412,Yanling An; Shaohai Hu; Shuaiqi Liu; Xinrui Wang; Zhihui Gu; Yudong Zhang,2025,LGDAAN-Nets: Local and Global Domain Adversarial Attention Neural Networks for EEG Emotion Recognition,"Knowledge-Based Systems, 2025",journal,10.1016/j.knosys.2025.113613,https://doi.org/10.1016/j.knosys.2025.113613,none found,NA,yes,SEED / SEED-IV,varies,unclear,varies,varies,not verified,discrete,varies,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by local+global domain adversarial attention nets (LGDAAN) (input feature details not captured),not verified,unclear,graph/deep spatial features,local+global domain adversarial attention nets (LGDAAN),adversarial domain adaptation (transductive),none,yes,unclear,not verified,yes,cross-subject (LOSO),not verified,none,not verified,unclear,accuracy,pending PDF-verify,not reported,not reported,unclear,not verified,not verified,not verified,yes,mean,B (transductive-UDA),none stated,some-concerns,text: cross-subject method; proposed aggregate mean/SD not cleanly isolated,PARTIAL - pending visual PDF-table verify; cross-subject LOSO experiment present (also subject-dep + cross-session); proposed cross-subject cell garbled; PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 31)
EEG-0413,Shuaiqi Liu; Xinrui Wang; Mingqi Jiang; Yanling An; Zhihui Gu; Bing Li; Yudong Zhang,2024,MAS-DGAT-Net: Dynamic Graph Attention Network With Multibranch Feature Extraction and Staged Fusion for EEG Emotion Recognition,"Knowledge-Based Systems, 2024",journal,10.1016/j.knosys.2024.112599,https://doi.org/10.1016/j.knosys.2024.112599,none found,NA,yes,SEED,15,unclear,62,200,film clips,discrete-3class,pos/neu/neg,not reported,public,not verified,not verified,not verified,not verified,not verified,not verified,graph/spatial EEG representation learned by dynamic graph attention net + multibranch (MAS-DGAT-Net) (input feature details not captured),not verified,unclear,graph/deep spatial features,dynamic graph attention net + multibranch (MAS-DGAT-Net),none,none,no,no,not verified,mixed (subject-dependent 10-fold + subject-independent),10-fold subject-dependent + subject-independent,10 (subject-dependent),none,not verified,unclear,accuracy,99.8 (subject-dep 10-fold near-ceiling); subject-indep pending,not reported,not reported,unclear,not verified,not verified,not verified,yes,best (subject-dep),mixed (subject-dep 10-fold near-ceiling + subject-indep pending),subject-dependent 10-fold SEED >99.8% near-ceiling (leakage-typical); subject-independent cells separate,high,text L535/L578: subject-dependent 10-fold SEED >99.8% near-ceiling; L579: subject-independent experiments conducted (values pending PDF-verify),subject-dependent 10-fold 99.8 near-ceiling -> leakage exhibit (not pooled); subject-independent cross-subject cells pending PDF-verify,no,yes,yes,PARTIAL - pending visual PDF-table verify,2026-06-26 full-text read directly (NEW 80-pile batch 31)
